# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2020-08-19 18:16:52 EDT       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 15266110 KENAI R BL SKILAK LK OUTLET NR STERLING AK
# -----------------------------------------------------------------------------------
#
# Data provided for site 15266110
#            TS   parameter     Description
#          1491       00065     Gage height, feet
#          1492       00060     Discharge, cubic feet per second
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
# 
agency_cd	site_no	datetime	tz_cd	1491_00065	1491_00065_cd	1492_00060	1492_00060_cd
USGS	15266110	2018-05-07 20:00	AKDT	6.83	A	1590	A
USGS	15266110	2018-05-07 20:15	AKDT	6.84	A	1610	A
USGS	15266110	2018-05-07 20:30	AKDT	6.84	A	1610	A
USGS	15266110	2018-05-07 20:45	AKDT	6.86	A	1640	A
USGS	15266110	2018-05-07 21:00	AKDT	6.84	A	1610	A
USGS	15266110	2018-05-07 21:15	AKDT	6.84	A	1610	A
USGS	15266110	2018-05-07 21:30	AKDT	6.84	A	1610	A
USGS	15266110	2018-05-07 21:45	AKDT	6.84	A	1610	A
USGS	15266110	2018-05-07 22:00	AKDT	6.84	A	1610	A
USGS	15266110	2018-05-07 22:15	AKDT	6.84	A	1610	A
USGS	15266110	2018-05-07 22:30	AKDT	6.85	A	1620	A
USGS	15266110	2018-05-07 22:45	AKDT	6.84	A	1610	A
USGS	15266110	2018-05-07 23:00	AKDT	6.84	A	1610	A
USGS	15266110	2018-05-07 23:15	AKDT	6.84	A	1610	A
USGS	15266110	2018-05-07 23:30	AKDT	6.84	A	1610	A
USGS	15266110	2018-05-07 23:45	AKDT	6.84	A	1610	A
USGS	15266110	2018-05-08 00:00	AKDT	6.84	A	1610	A
USGS	15266110	2018-05-08 00:15	AKDT	6.84	A	1610	A
USGS	15266110	2018-05-08 00:30	AKDT	6.84	A	1610	A
USGS	15266110	2018-05-08 00:45	AKDT	6.84	A	1610	A
USGS	15266110	2018-05-08 01:00	AKDT	6.84	A	1610	A
USGS	15266110	2018-05-08 01:15	AKDT	6.84	A	1610	A
USGS	15266110	2018-05-08 01:30	AKDT	6.84	A	1610	A
USGS	15266110	2018-05-08 01:45	AKDT	6.84	A	1610	A
USGS	15266110	2018-05-08 02:00	AKDT	6.84	A	1610	A
USGS	15266110	2018-05-08 02:15	AKDT	6.84	A	1610	A
USGS	15266110	2018-05-08 02:30	AKDT	6.84	A	1610	A
USGS	15266110	2018-05-08 02:45	AKDT	6.84	A	1610	A
USGS	15266110	2018-05-08 03:00	AKDT	6.84	A	1610	A
USGS	15266110	2018-05-08 03:15	AKDT	6.84	A	1610	A
USGS	15266110	2018-05-08 03:30	AKDT	6.84	A	1610	A
USGS	15266110	2018-05-08 03:45	AKDT	6.84	A	1610	A
USGS	15266110	2018-05-08 04:00	AKDT	6.85	A	1630	A
USGS	15266110	2018-05-08 04:15	AKDT	6.85	A	1630	A
USGS	15266110	2018-05-08 04:30	AKDT	6.86	A	1640	A
USGS	15266110	2018-05-08 04:45	AKDT	6.86	A	1640	A
USGS	15266110	2018-05-08 05:00	AKDT	6.87	A	1650	A
USGS	15266110	2018-05-08 05:15	AKDT	6.87	A	1650	A
USGS	15266110	2018-05-08 05:30	AKDT	6.87	A	1650	A
USGS	15266110	2018-05-08 05:45	AKDT	6.86	A	1640	A
USGS	15266110	2018-05-08 06:00	AKDT	6.87	A	1650	A
USGS	15266110	2018-05-08 06:15	AKDT	6.87	A	1650	A
USGS	15266110	2018-05-08 06:30	AKDT	6.87	A	1650	A
USGS	15266110	2018-05-08 06:45	AKDT	6.88	A	1670	A
USGS	15266110	2018-05-08 07:00	AKDT	6.88	A	1670	A
USGS	15266110	2018-05-08 07:15	AKDT	6.89	A	1680	A
USGS	15266110	2018-05-08 07:30	AKDT	6.89	A	1680	A
USGS	15266110	2018-05-08 07:45	AKDT	6.89	A	1680	A
USGS	15266110	2018-05-08 08:00	AKDT	6.90	A	1700	A
USGS	15266110	2018-05-08 08:15	AKDT	6.90	A	1700	A
USGS	15266110	2018-05-08 08:30	AKDT	6.90	A	1700	A
USGS	15266110	2018-05-08 08:45	AKDT	6.91	A	1710	A
USGS	15266110	2018-05-08 09:00	AKDT	6.91	A	1710	A
USGS	15266110	2018-05-08 09:15	AKDT	6.91	A	1710	A
USGS	15266110	2018-05-08 09:30	AKDT	6.90	A	1700	A
USGS	15266110	2018-05-08 09:45	AKDT	6.90	A	1700	A
USGS	15266110	2018-05-08 10:00	AKDT	6.90	A	1700	A
USGS	15266110	2018-05-08 10:15	AKDT	6.89	A	1680	A
USGS	15266110	2018-05-08 10:30	AKDT	6.89	A	1680	A
USGS	15266110	2018-05-08 10:45	AKDT	6.89	A	1680	A
USGS	15266110	2018-05-08 11:00	AKDT	6.89	A	1680	A
USGS	15266110	2018-05-08 11:15	AKDT	6.88	A	1670	A
USGS	15266110	2018-05-08 11:30	AKDT	6.88	A	1670	A
USGS	15266110	2018-05-08 11:45	AKDT	6.87	A	1660	A
USGS	15266110	2018-05-08 12:00	AKDT	6.88	A	1670	A
USGS	15266110	2018-05-08 12:15	AKDT	6.88	A	1670	A
USGS	15266110	2018-05-08 12:30	AKDT	6.88	A	1670	A
USGS	15266110	2018-05-08 12:45	AKDT	6.88	A	1670	A
USGS	15266110	2018-05-08 13:00	AKDT	6.89	A	1690	A
USGS	15266110	2018-05-08 13:15	AKDT	6.89	A	1690	A
USGS	15266110	2018-05-08 13:30	AKDT	6.88	A	1670	A
USGS	15266110	2018-05-08 13:45	AKDT	6.88	A	1670	A
USGS	15266110	2018-05-08 14:00	AKDT	6.89	A	1690	A
USGS	15266110	2018-05-08 14:15	AKDT	6.89	A	1690	A
USGS	15266110	2018-05-08 14:30	AKDT	6.88	A	1670	A
USGS	15266110	2018-05-08 14:45	AKDT	6.88	A	1670	A
USGS	15266110	2018-05-08 15:00	AKDT	6.88	A	1670	A
USGS	15266110	2018-05-08 15:15	AKDT	6.87	A	1660	A
USGS	15266110	2018-05-08 15:30	AKDT	6.88	A	1670	A
USGS	15266110	2018-05-08 15:45	AKDT	6.88	A	1670	A
USGS	15266110	2018-05-08 16:00	AKDT	6.88	A	1670	A
USGS	15266110	2018-05-08 16:15	AKDT	6.87	A	1660	A
USGS	15266110	2018-05-08 16:30	AKDT	6.87	A	1660	A
USGS	15266110	2018-05-08 16:45	AKDT	6.87	A	1660	A
USGS	15266110	2018-05-08 17:00	AKDT	6.87	A	1660	A
USGS	15266110	2018-05-08 17:15	AKDT	6.87	A	1660	A
USGS	15266110	2018-05-08 17:30	AKDT	6.86	A	1640	A
USGS	15266110	2018-05-08 17:45	AKDT	6.86	A	1640	A
USGS	15266110	2018-05-08 18:00	AKDT	6.86	A	1640	A
USGS	15266110	2018-05-08 18:15	AKDT	6.86	A	1640	A
USGS	15266110	2018-05-08 18:30	AKDT	6.85	A	1630	A
USGS	15266110	2018-05-08 18:45	AKDT	6.86	A	1640	A
USGS	15266110	2018-05-08 19:00	AKDT	6.85	A	1630	A
USGS	15266110	2018-05-08 19:15	AKDT	6.86	A	1640	A
USGS	15266110	2018-05-08 19:30	AKDT	6.87	A	1660	A
USGS	15266110	2018-05-08 19:45	AKDT	6.87	A	1660	A
USGS	15266110	2018-05-08 20:00	AKDT	6.87	A	1660	A
USGS	15266110	2018-05-08 20:15	AKDT	6.87	A	1660	A
USGS	15266110	2018-05-08 20:30	AKDT	6.87	A	1660	A
USGS	15266110	2018-05-08 20:45	AKDT	6.87	A	1660	A
USGS	15266110	2018-05-08 21:00	AKDT	6.87	A	1660	A
USGS	15266110	2018-05-08 21:15	AKDT	6.87	A	1660	A
USGS	15266110	2018-05-08 21:30	AKDT	6.86	A	1640	A
USGS	15266110	2018-05-08 21:45	AKDT	6.86	A	1640	A
USGS	15266110	2018-05-08 22:00	AKDT	6.87	A	1660	A
USGS	15266110	2018-05-08 22:15	AKDT	6.87	A	1660	A
USGS	15266110	2018-05-08 22:30	AKDT	6.86	A	1640	A
USGS	15266110	2018-05-08 22:45	AKDT	6.86	A	1640	A
USGS	15266110	2018-05-08 23:00	AKDT	6.86	A	1640	A
USGS	15266110	2018-05-08 23:15	AKDT	6.87	A	1660	A
USGS	15266110	2018-05-08 23:30	AKDT	6.87	A	1660	A
USGS	15266110	2018-05-08 23:45	AKDT	6.87	A	1660	A
USGS	15266110	2018-05-09 00:00	AKDT	6.87	A	1660	A
USGS	15266110	2018-05-09 00:15	AKDT	6.87	A	1660	A
USGS	15266110	2018-05-09 00:30	AKDT	6.87	A	1660	A
USGS	15266110	2018-05-09 00:45	AKDT	6.86	A	1640	A
USGS	15266110	2018-05-09 01:00	AKDT	6.87	A	1660	A
USGS	15266110	2018-05-09 01:15	AKDT	6.87	A	1660	A
USGS	15266110	2018-05-09 01:30	AKDT	6.86	A	1640	A
USGS	15266110	2018-05-09 01:45	AKDT	6.86	A	1640	A
USGS	15266110	2018-05-09 02:00	AKDT	6.86	A	1640	A
USGS	15266110	2018-05-09 02:15	AKDT	6.86	A	1640	A
USGS	15266110	2018-05-09 02:30	AKDT	6.87	A	1660	A
USGS	15266110	2018-05-09 02:45	AKDT	6.86	A	1640	A
USGS	15266110	2018-05-09 03:00	AKDT	6.86	A	1640	A
USGS	15266110	2018-05-09 03:15	AKDT	6.86	A	1640	A
USGS	15266110	2018-05-09 03:30	AKDT	6.86	A	1640	A
USGS	15266110	2018-05-09 03:45	AKDT	6.86	A	1640	A
USGS	15266110	2018-05-09 04:00	AKDT	6.86	A	1640	A
USGS	15266110	2018-05-09 04:15	AKDT	6.86	A	1640	A
USGS	15266110	2018-05-09 04:30	AKDT	6.86	A	1640	A
USGS	15266110	2018-05-09 04:45	AKDT	6.85	A	1630	A
USGS	15266110	2018-05-09 05:00	AKDT	6.85	A	1630	A
USGS	15266110	2018-05-09 05:15	AKDT	6.85	A	1630	A
USGS	15266110	2018-05-09 05:30	AKDT	6.85	A	1630	A
USGS	15266110	2018-05-09 05:45	AKDT	6.86	A	1650	A
USGS	15266110	2018-05-09 06:00	AKDT	6.85	A	1630	A
USGS	15266110	2018-05-09 06:15	AKDT	6.86	A	1650	A
USGS	15266110	2018-05-09 06:30	AKDT	6.85	A	1630	A
USGS	15266110	2018-05-09 06:45	AKDT	6.85	A	1630	A
USGS	15266110	2018-05-09 07:00	AKDT	6.85	A	1630	A
USGS	15266110	2018-05-09 07:15	AKDT	6.85	A	1630	A
USGS	15266110	2018-05-09 07:30	AKDT	6.85	A	1630	A
USGS	15266110	2018-05-09 07:45	AKDT	6.85	A	1630	A
USGS	15266110	2018-05-09 08:00	AKDT	6.85	A	1630	A
USGS	15266110	2018-05-09 08:15	AKDT	6.85	A	1630	A
USGS	15266110	2018-05-09 08:30	AKDT	6.85	A	1630	A
USGS	15266110	2018-05-09 08:45	AKDT	6.85	A	1630	A
USGS	15266110	2018-05-09 09:00	AKDT	6.85	A	1630	A
USGS	15266110	2018-05-09 09:15	AKDT	6.85	A	1630	A
USGS	15266110	2018-05-09 09:30	AKDT	6.85	A	1630	A
USGS	15266110	2018-05-09 09:45	AKDT	6.85	A	1630	A
USGS	15266110	2018-05-09 10:00	AKDT	6.86	A	1650	A
USGS	15266110	2018-05-09 10:15	AKDT	6.85	A	1630	A
USGS	15266110	2018-05-09 10:30	AKDT	6.86	A	1650	A
USGS	15266110	2018-05-09 10:45	AKDT	6.86	A	1650	A
USGS	15266110	2018-05-09 11:00	AKDT	6.86	A	1650	A
USGS	15266110	2018-05-09 11:15	AKDT	6.87	A	1660	A
USGS	15266110	2018-05-09 11:30	AKDT	6.87	A	1660	A
USGS	15266110	2018-05-09 11:45	AKDT	6.88	A	1680	A
USGS	15266110	2018-05-09 12:00	AKDT	6.88	A	1680	A
USGS	15266110	2018-05-09 12:15	AKDT	6.89	A	1690	A
USGS	15266110	2018-05-09 12:30	AKDT	6.88	A	1680	A
USGS	15266110	2018-05-09 12:45	AKDT	6.90	A	1710	A
USGS	15266110	2018-05-09 13:00	AKDT	6.91	A	1720	A
USGS	15266110	2018-05-09 13:15	AKDT	6.91	A	1720	A
USGS	15266110	2018-05-09 13:30	AKDT	6.90	A	1710	A
USGS	15266110	2018-05-09 13:45	AKDT	6.91	A	1720	A
USGS	15266110	2018-05-09 14:00	AKDT	6.91	A	1720	A
USGS	15266110	2018-05-09 14:15	AKDT	6.92	A	1740	A
USGS	15266110	2018-05-09 14:30	AKDT	6.91	A	1720	A
USGS	15266110	2018-05-09 14:45	AKDT	6.91	A	1720	A
USGS	15266110	2018-05-09 15:00	AKDT	6.91	A	1720	A
USGS	15266110	2018-05-09 15:15	AKDT	6.91	A	1720	A
USGS	15266110	2018-05-09 15:30	AKDT	6.91	A	1720	A
USGS	15266110	2018-05-09 15:45	AKDT	6.90	A	1710	A
USGS	15266110	2018-05-09 16:00	AKDT	6.90	A	1710	A
USGS	15266110	2018-05-09 16:15	AKDT	6.89	A	1690	A
USGS	15266110	2018-05-09 16:30	AKDT	6.90	A	1710	A
USGS	15266110	2018-05-09 16:45	AKDT	6.90	A	1710	A
USGS	15266110	2018-05-09 17:00	AKDT	6.90	A	1710	A
USGS	15266110	2018-05-09 17:15	AKDT	6.90	A	1710	A
USGS	15266110	2018-05-09 17:30	AKDT	6.90	A	1710	A
USGS	15266110	2018-05-09 17:45	AKDT	6.90	A	1710	A
USGS	15266110	2018-05-09 18:00	AKDT	6.90	A	1710	A
USGS	15266110	2018-05-09 18:15	AKDT	6.90	A	1710	A
USGS	15266110	2018-05-09 18:30	AKDT	6.90	A	1710	A
USGS	15266110	2018-05-09 18:45	AKDT	6.90	A	1710	A
USGS	15266110	2018-05-09 19:00	AKDT	6.90	A	1710	A
USGS	15266110	2018-05-09 19:15	AKDT	6.90	A	1710	A
USGS	15266110	2018-05-09 19:30	AKDT	6.90	A	1710	A
USGS	15266110	2018-05-09 19:45	AKDT	6.90	A	1710	A
USGS	15266110	2018-05-09 20:00	AKDT	6.90	A	1710	A
USGS	15266110	2018-05-09 20:15	AKDT	6.91	A	1720	A
USGS	15266110	2018-05-09 20:30	AKDT	6.91	A	1720	A
USGS	15266110	2018-05-09 20:45	AKDT	6.90	A	1710	A
USGS	15266110	2018-05-09 21:00	AKDT	6.90	A	1710	A
USGS	15266110	2018-05-09 21:15	AKDT	6.91	A	1720	A
USGS	15266110	2018-05-09 21:30	AKDT	6.91	A	1720	A
USGS	15266110	2018-05-09 21:45	AKDT	6.91	A	1720	A
USGS	15266110	2018-05-09 22:00	AKDT	6.92	A	1740	A
USGS	15266110	2018-05-09 22:15	AKDT	6.90	A	1710	A
USGS	15266110	2018-05-09 22:30	AKDT	6.90	A	1710	A
USGS	15266110	2018-05-09 22:45	AKDT	6.89	A	1690	A
USGS	15266110	2018-05-09 23:00	AKDT	6.89	A	1690	A
USGS	15266110	2018-05-09 23:15	AKDT	6.89	A	1690	A
USGS	15266110	2018-05-09 23:30	AKDT	6.89	A	1690	A
USGS	15266110	2018-05-09 23:45	AKDT	6.88	A	1680	A
USGS	15266110	2018-05-10 00:00	AKDT	6.88	A	1680	A
USGS	15266110	2018-05-10 00:15	AKDT	6.88	A	1680	A
USGS	15266110	2018-05-10 00:30	AKDT	6.87	A	1660	A
USGS	15266110	2018-05-10 00:45	AKDT	6.87	A	1660	A
USGS	15266110	2018-05-10 01:00	AKDT	6.87	A	1660	A
USGS	15266110	2018-05-10 01:15	AKDT	6.87	A	1660	A
USGS	15266110	2018-05-10 01:30	AKDT	6.87	A	1660	A
USGS	15266110	2018-05-10 01:45	AKDT	6.87	A	1660	A
USGS	15266110	2018-05-10 02:00	AKDT	6.87	A	1660	A
USGS	15266110	2018-05-10 02:15	AKDT	6.87	A	1660	A
USGS	15266110	2018-05-10 02:30	AKDT	6.87	A	1660	A
USGS	15266110	2018-05-10 02:45	AKDT	6.87	A	1660	A
USGS	15266110	2018-05-10 03:00	AKDT	6.87	A	1660	A
USGS	15266110	2018-05-10 03:15	AKDT	6.88	A	1680	A
USGS	15266110	2018-05-10 03:30	AKDT	6.87	A	1660	A
USGS	15266110	2018-05-10 03:45	AKDT	6.88	A	1680	A
USGS	15266110	2018-05-10 04:00	AKDT	6.88	A	1680	A
USGS	15266110	2018-05-10 04:15	AKDT	6.88	A	1680	A
USGS	15266110	2018-05-10 04:30	AKDT	6.88	A	1680	A
USGS	15266110	2018-05-10 04:45	AKDT	6.88	A	1680	A
USGS	15266110	2018-05-10 05:00	AKDT	6.88	A	1680	A
USGS	15266110	2018-05-10 05:15	AKDT	6.88	A	1680	A
USGS	15266110	2018-05-10 05:30	AKDT	6.88	A	1680	A
USGS	15266110	2018-05-10 05:45	AKDT	6.88	A	1680	A
USGS	15266110	2018-05-10 06:00	AKDT	6.89	A	1690	A
USGS	15266110	2018-05-10 06:15	AKDT	6.88	A	1680	A
USGS	15266110	2018-05-10 06:30	AKDT	6.88	A	1680	A
USGS	15266110	2018-05-10 06:45	AKDT	6.88	A	1680	A
USGS	15266110	2018-05-10 07:00	AKDT	6.88	A	1680	A
USGS	15266110	2018-05-10 07:15	AKDT	6.88	A	1680	A
USGS	15266110	2018-05-10 07:30	AKDT	6.88	A	1680	A
USGS	15266110	2018-05-10 07:45	AKDT	6.88	A	1680	A
USGS	15266110	2018-05-10 08:00	AKDT	6.88	A	1680	A
USGS	15266110	2018-05-10 08:15	AKDT	6.89	A	1690	A
USGS	15266110	2018-05-10 08:30	AKDT	6.89	A	1690	A
USGS	15266110	2018-05-10 08:45	AKDT	6.89	A	1690	A
USGS	15266110	2018-05-10 09:00	AKDT	6.89	A	1690	A
USGS	15266110	2018-05-10 09:15	AKDT	6.89	A	1690	A
USGS	15266110	2018-05-10 09:30	AKDT	6.88	A	1680	A
USGS	15266110	2018-05-10 09:45	AKDT	6.88	A	1680	A
USGS	15266110	2018-05-10 10:00	AKDT	6.89	A	1700	A
USGS	15266110	2018-05-10 10:15	AKDT	6.90	A	1710	A
USGS	15266110	2018-05-10 10:30	AKDT	6.91	A	1720	A
USGS	15266110	2018-05-10 10:45	AKDT	6.91	A	1720	A
USGS	15266110	2018-05-10 11:00	AKDT	6.92	A	1740	A
USGS	15266110	2018-05-10 11:15	AKDT	6.94	A	1770	A
USGS	15266110	2018-05-10 11:30	AKDT	6.95	A	1780	A
USGS	15266110	2018-05-10 11:45	AKDT	6.95	A	1780	A
USGS	15266110	2018-05-10 12:00	AKDT	6.97	A	1810	A
USGS	15266110	2018-05-10 12:15	AKDT	6.96	A	1800	A
USGS	15266110	2018-05-10 12:30	AKDT	6.97	A	1810	A
USGS	15266110	2018-05-10 12:45	AKDT	6.97	A	1810	A
USGS	15266110	2018-05-10 13:00	AKDT	6.97	A	1810	A
USGS	15266110	2018-05-10 13:15	AKDT	6.97	A	1810	A
USGS	15266110	2018-05-10 13:30	AKDT	6.97	A	1810	A
USGS	15266110	2018-05-10 13:45	AKDT	6.97	A	1820	A
USGS	15266110	2018-05-10 14:00	AKDT	6.97	A	1820	A
USGS	15266110	2018-05-10 14:15	AKDT	6.97	A	1820	A
USGS	15266110	2018-05-10 14:30	AKDT	6.97	A	1820	A
USGS	15266110	2018-05-10 14:45	AKDT	6.99	A	1850	A
USGS	15266110	2018-05-10 15:00	AKDT	6.98	A	1830	A
USGS	15266110	2018-05-10 15:15	AKDT	6.97	A	1820	A
USGS	15266110	2018-05-10 15:30	AKDT	6.96	A	1800	A
USGS	15266110	2018-05-10 15:45	AKDT	6.96	A	1800	A
USGS	15266110	2018-05-10 16:00	AKDT	6.95	A	1790	A
USGS	15266110	2018-05-10 16:15	AKDT	6.96	A	1800	A
USGS	15266110	2018-05-10 16:30	AKDT	6.96	A	1800	A
USGS	15266110	2018-05-10 16:45	AKDT	6.96	A	1800	A
USGS	15266110	2018-05-10 17:00	AKDT	6.96	A	1800	A
USGS	15266110	2018-05-10 17:15	AKDT	6.97	A	1820	A
USGS	15266110	2018-05-10 17:30	AKDT	6.96	A	1800	A
USGS	15266110	2018-05-10 17:45	AKDT	6.96	A	1800	A
USGS	15266110	2018-05-10 18:00	AKDT	6.96	A	1800	A
USGS	15266110	2018-05-10 18:15	AKDT	6.96	A	1800	A
USGS	15266110	2018-05-10 18:30	AKDT	6.96	A	1800	A
USGS	15266110	2018-05-10 18:45	AKDT	6.96	A	1800	A
USGS	15266110	2018-05-10 19:00	AKDT	6.97	A	1820	A
USGS	15266110	2018-05-10 19:15	AKDT	6.97	A	1820	A
USGS	15266110	2018-05-10 19:30	AKDT	6.98	A	1830	A
USGS	15266110	2018-05-10 19:45	AKDT	6.97	A	1820	A
USGS	15266110	2018-05-10 20:00	AKDT	6.97	A	1820	A
USGS	15266110	2018-05-10 20:15	AKDT	6.97	A	1820	A
USGS	15266110	2018-05-10 20:30	AKDT	6.97	A	1820	A
USGS	15266110	2018-05-10 20:45	AKDT	6.99	A	1850	A
USGS	15266110	2018-05-10 21:00	AKDT	6.99	A	1850	A
USGS	15266110	2018-05-10 21:15	AKDT	7.00	A	1860	A
USGS	15266110	2018-05-10 21:30	AKDT	7.00	A	1860	A
USGS	15266110	2018-05-10 21:45	AKDT	7.01	A	1880	A
USGS	15266110	2018-05-10 22:00	AKDT	7.03	A	1910	A
USGS	15266110	2018-05-10 22:15	AKDT	7.03	A	1910	A
USGS	15266110	2018-05-10 22:30	AKDT	7.05	A	1940	A
USGS	15266110	2018-05-10 22:45	AKDT	7.05	A	1940	A
USGS	15266110	2018-05-10 23:00	AKDT	7.07	A	1970	A
USGS	15266110	2018-05-10 23:15	AKDT	7.09	A	2000	A
USGS	15266110	2018-05-10 23:30	AKDT	7.11	A	2030	A
USGS	15266110	2018-05-10 23:45	AKDT	7.10	A	2020	A
USGS	15266110	2018-05-11 00:00	AKDT	7.12	A	2050	A
USGS	15266110	2018-05-11 00:15	AKDT	7.11	A	2030	A
USGS	15266110	2018-05-11 00:30	AKDT	7.11	A	2030	A
USGS	15266110	2018-05-11 00:45	AKDT	7.10	A	2020	A
USGS	15266110	2018-05-11 01:00	AKDT	7.11	A	2030	A
USGS	15266110	2018-05-11 01:15	AKDT	7.09	A	2000	A
USGS	15266110	2018-05-11 01:30	AKDT	7.07	A	1970	A
USGS	15266110	2018-05-11 01:45	AKDT	7.06	A	1960	A
USGS	15266110	2018-05-11 02:00	AKDT	7.05	A	1940	A
USGS	15266110	2018-05-11 02:15	AKDT	7.04	A	1920	A
USGS	15266110	2018-05-11 02:30	AKDT	7.02	A	1890	A
USGS	15266110	2018-05-11 02:45	AKDT	7.01	A	1880	A
USGS	15266110	2018-05-11 03:00	AKDT	7.00	A	1860	A
USGS	15266110	2018-05-11 03:15	AKDT	6.99	A	1850	A
USGS	15266110	2018-05-11 03:30	AKDT	6.98	A	1830	A
USGS	15266110	2018-05-11 03:45	AKDT	6.97	A	1820	A
USGS	15266110	2018-05-11 04:00	AKDT	6.96	A	1800	A
USGS	15266110	2018-05-11 04:15	AKDT	6.96	A	1800	A
USGS	15266110	2018-05-11 04:30	AKDT	6.97	A	1820	A
USGS	15266110	2018-05-11 04:45	AKDT	6.97	A	1820	A
USGS	15266110	2018-05-11 05:00	AKDT	6.97	A	1820	A
USGS	15266110	2018-05-11 05:15	AKDT	6.96	A	1800	A
USGS	15266110	2018-05-11 05:30	AKDT	6.96	A	1800	A
USGS	15266110	2018-05-11 05:45	AKDT	6.97	A	1820	A
USGS	15266110	2018-05-11 06:00	AKDT	6.96	A	1800	A
USGS	15266110	2018-05-11 06:15	AKDT	6.97	A	1820	A
USGS	15266110	2018-05-11 06:30	AKDT	6.96	A	1800	A
USGS	15266110	2018-05-11 06:45	AKDT	6.96	A	1800	A
USGS	15266110	2018-05-11 07:00	AKDT	6.96	A	1800	A
USGS	15266110	2018-05-11 07:15	AKDT	6.95	A	1790	A
USGS	15266110	2018-05-11 07:30	AKDT	6.95	A	1790	A
USGS	15266110	2018-05-11 07:45	AKDT	6.96	A	1800	A
USGS	15266110	2018-05-11 08:00	AKDT	6.95	A	1790	A
USGS	15266110	2018-05-11 08:15	AKDT	6.95	A	1790	A
USGS	15266110	2018-05-11 08:30	AKDT	6.96	A	1800	A
USGS	15266110	2018-05-11 08:45	AKDT	6.95	A	1790	A
USGS	15266110	2018-05-11 09:00	AKDT	6.96	A	1800	A
USGS	15266110	2018-05-11 09:15	AKDT	6.96	A	1800	A
USGS	15266110	2018-05-11 09:30	AKDT	6.96	A	1800	A
USGS	15266110	2018-05-11 09:45	AKDT	6.96	A	1800	A
USGS	15266110	2018-05-11 10:00	AKDT	6.96	A	1800	A
USGS	15266110	2018-05-11 10:15	AKDT	6.96	A	1800	A
USGS	15266110	2018-05-11 10:30	AKDT	6.96	A	1800	A
USGS	15266110	2018-05-11 10:45	AKDT	6.95	A	1790	A
USGS	15266110	2018-05-11 11:00	AKDT	6.97	A	1820	A
USGS	15266110	2018-05-11 11:15	AKDT	6.97	A	1820	A
USGS	15266110	2018-05-11 11:30	AKDT	6.97	A	1820	A
USGS	15266110	2018-05-11 11:45	AKDT	6.97	A	1820	A
USGS	15266110	2018-05-11 12:00	AKDT	6.97	A	1820	A
USGS	15266110	2018-05-11 12:15	AKDT	6.97	A	1820	A
USGS	15266110	2018-05-11 12:30	AKDT	6.98	A	1840	A
USGS	15266110	2018-05-11 12:45	AKDT	6.98	A	1840	A
USGS	15266110	2018-05-11 13:00	AKDT	6.99	A	1850	A
USGS	15266110	2018-05-11 13:15	AKDT	6.99	A	1850	A
USGS	15266110	2018-05-11 13:30	AKDT	7.00	A	1870	A
USGS	15266110	2018-05-11 13:45	AKDT	6.99	A	1850	A
USGS	15266110	2018-05-11 14:00	AKDT	6.99	A	1850	A
USGS	15266110	2018-05-11 14:15	AKDT	7.00	A	1870	A
USGS	15266110	2018-05-11 14:30	AKDT	7.01	A	1880	A
USGS	15266110	2018-05-11 14:45	AKDT	7.01	A	1880	A
USGS	15266110	2018-05-11 15:00	AKDT	7.02	A	1900	A
USGS	15266110	2018-05-11 15:15	AKDT	7.02	A	1900	A
USGS	15266110	2018-05-11 15:30	AKDT	7.03	A	1910	A
USGS	15266110	2018-05-11 15:45	AKDT	7.03	A	1910	A
USGS	15266110	2018-05-11 16:00	AKDT	7.03	A	1910	A
USGS	15266110	2018-05-11 16:15	AKDT	7.04	A	1930	A
USGS	15266110	2018-05-11 16:30	AKDT	7.05	A	1940	A
USGS	15266110	2018-05-11 16:45	AKDT	7.04	A	1930	A
USGS	15266110	2018-05-11 17:00	AKDT	7.05	A	1940	A
USGS	15266110	2018-05-11 17:15	AKDT	7.06	A	1960	A
USGS	15266110	2018-05-11 17:30	AKDT	7.06	A	1960	A
USGS	15266110	2018-05-11 17:45	AKDT	7.06	A	1960	A
USGS	15266110	2018-05-11 18:00	AKDT	7.05	A	1940	A
USGS	15266110	2018-05-11 18:15	AKDT	7.06	A	1960	A
USGS	15266110	2018-05-11 18:30	AKDT	7.06	A	1960	A
USGS	15266110	2018-05-11 18:45	AKDT	7.06	A	1960	A
USGS	15266110	2018-05-11 19:00	AKDT	7.05	A	1940	A
USGS	15266110	2018-05-11 19:15	AKDT	7.06	A	1960	A
USGS	15266110	2018-05-11 19:30	AKDT	7.04	A	1930	A
USGS	15266110	2018-05-11 19:45	AKDT	7.05	A	1940	A
